Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
23-08-2024;20:30:00;23-08-2024;20:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,062;kWh;Uitgelezen;
23-08-2024;20:30:00;23-08-2024;20:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
23-08-2024;20:45:00;23-08-2024;21:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,061;kWh;Uitgelezen;
23-08-2024;20:45:00;23-08-2024;21:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
23-08-2024;21:00:00;23-08-2024;21:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,035;kWh;Uitgelezen;
23-08-2024;21:00:00;23-08-2024;21:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;21:15:00;23-08-2024;21:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,038;kWh;Uitgelezen;
23-08-2024;21:15:00;23-08-2024;21:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;21:30:00;23-08-2024;21:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
23-08-2024;21:30:00;23-08-2024;21:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;21:45:00;23-08-2024;22:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,135;kWh;Uitgelezen;
23-08-2024;21:45:00;23-08-2024;22:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;22:00:00;23-08-2024;22:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,092;kWh;Uitgelezen;
23-08-2024;22:00:00;23-08-2024;22:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;22:15:00;23-08-2024;22:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
23-08-2024;22:15:00;23-08-2024;22:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;22:30:00;23-08-2024;22:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
23-08-2024;22:30:00;23-08-2024;22:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;22:45:00;23-08-2024;23:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,067;kWh;Uitgelezen;
23-08-2024;22:45:00;23-08-2024;23:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;23:00:00;23-08-2024;23:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,056;kWh;Uitgelezen;
23-08-2024;23:00:00;23-08-2024;23:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;23:15:00;23-08-2024;23:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
23-08-2024;23:15:00;23-08-2024;23:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;23:30:00;23-08-2024;23:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
23-08-2024;23:30:00;23-08-2024;23:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-08-2024;23:45:00;24-08-2024;00:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,079;kWh;Uitgelezen;
23-08-2024;23:45:00;24-08-2024;00:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;00:00:00;24-08-2024;00:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,085;kWh;Uitgelezen;
24-08-2024;00:00:00;24-08-2024;00:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;00:15:00;24-08-2024;00:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,058;kWh;Uitgelezen;
24-08-2024;00:15:00;24-08-2024;00:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;00:30:00;24-08-2024;00:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
24-08-2024;00:30:00;24-08-2024;00:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;00:45:00;24-08-2024;01:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
24-08-2024;00:45:00;24-08-2024;01:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;01:00:00;24-08-2024;01:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,035;kWh;Uitgelezen;
24-08-2024;01:00:00;24-08-2024;01:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;01:15:00;24-08-2024;01:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,072;kWh;Uitgelezen;
24-08-2024;01:15:00;24-08-2024;01:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;01:30:00;24-08-2024;01:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,073;kWh;Uitgelezen;
24-08-2024;01:30:00;24-08-2024;01:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;01:45:00;24-08-2024;02:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;
24-08-2024;01:45:00;24-08-2024;02:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;02:00:00;24-08-2024;02:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,036;kWh;Uitgelezen;
24-08-2024;02:00:00;24-08-2024;02:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;02:15:00;24-08-2024;02:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,036;kWh;Uitgelezen;
24-08-2024;02:15:00;24-08-2024;02:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;02:30:00;24-08-2024;02:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
24-08-2024;02:30:00;24-08-2024;02:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;02:45:00;24-08-2024;03:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,051;kWh;Uitgelezen;
24-08-2024;02:45:00;24-08-2024;03:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;03:00:00;24-08-2024;03:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,079;kWh;Uitgelezen;
24-08-2024;03:00:00;24-08-2024;03:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;03:15:00;24-08-2024;03:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;
24-08-2024;03:15:00;24-08-2024;03:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;03:30:00;24-08-2024;03:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,040;kWh;Uitgelezen;
24-08-2024;03:30:00;24-08-2024;03:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;03:45:00;24-08-2024;04:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
24-08-2024;03:45:00;24-08-2024;04:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;04:00:00;24-08-2024;04:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
24-08-2024;04:00:00;24-08-2024;04:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;04:15:00;24-08-2024;04:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,042;kWh;Uitgelezen;
24-08-2024;04:15:00;24-08-2024;04:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;04:30:00;24-08-2024;04:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;
24-08-2024;04:30:00;24-08-2024;04:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;04:45:00;24-08-2024;05:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,072;kWh;Uitgelezen;
24-08-2024;04:45:00;24-08-2024;05:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;05:00:00;24-08-2024;05:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;
24-08-2024;05:00:00;24-08-2024;05:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;05:15:00;24-08-2024;05:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,042;kWh;Uitgelezen;
24-08-2024;05:15:00;24-08-2024;05:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;05:30:00;24-08-2024;05:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
24-08-2024;05:30:00;24-08-2024;05:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;05:45:00;24-08-2024;06:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,038;kWh;Uitgelezen;
24-08-2024;05:45:00;24-08-2024;06:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;06:00:00;24-08-2024;06:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,049;kWh;Uitgelezen;
24-08-2024;06:00:00;24-08-2024;06:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;06:15:00;24-08-2024;06:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
24-08-2024;06:15:00;24-08-2024;06:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;06:30:00;24-08-2024;06:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,079;kWh;Uitgelezen;
24-08-2024;06:30:00;24-08-2024;06:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;06:45:00;24-08-2024;07:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,046;kWh;Uitgelezen;
24-08-2024;06:45:00;24-08-2024;07:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;07:00:00;24-08-2024;07:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen;
24-08-2024;07:00:00;24-08-2024;07:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;07:15:00;24-08-2024;07:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen;
24-08-2024;07:15:00;24-08-2024;07:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;07:30:00;24-08-2024;07:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen;
24-08-2024;07:30:00;24-08-2024;07:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;07:45:00;24-08-2024;08:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen;
24-08-2024;07:45:00;24-08-2024;08:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;08:00:00;24-08-2024;08:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen;
24-08-2024;08:00:00;24-08-2024;08:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;08:15:00;24-08-2024;08:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen;
24-08-2024;08:15:00;24-08-2024;08:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;08:30:00;24-08-2024;08:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,003;kWh;Uitgelezen;
24-08-2024;08:30:00;24-08-2024;08:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,006;kWh;Uitgelezen;
24-08-2024;08:45:00;24-08-2024;09:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;08:45:00;24-08-2024;09:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,037;kWh;Uitgelezen;
24-08-2024;09:00:00;24-08-2024;09:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,006;kWh;Uitgelezen;
24-08-2024;09:00:00;24-08-2024;09:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,056;kWh;Uitgelezen;
24-08-2024;09:15:00;24-08-2024;09:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,050;kWh;Uitgelezen;
24-08-2024;09:15:00;24-08-2024;09:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,045;kWh;Uitgelezen;
24-08-2024;09:30:00;24-08-2024;09:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,009;kWh;Uitgelezen;
24-08-2024;09:30:00;24-08-2024;09:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,031;kWh;Uitgelezen;
24-08-2024;09:45:00;24-08-2024;10:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;
24-08-2024;09:45:00;24-08-2024;10:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,044;kWh;Uitgelezen;
24-08-2024;10:00:00;24-08-2024;10:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,253;kWh;Uitgelezen;
24-08-2024;10:00:00;24-08-2024;10:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,029;kWh;Uitgelezen;
24-08-2024;10:15:00;24-08-2024;10:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,209;kWh;Uitgelezen;
24-08-2024;10:15:00;24-08-2024;10:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,047;kWh;Uitgelezen;
24-08-2024;10:30:00;24-08-2024;10:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,249;kWh;Uitgelezen;
24-08-2024;10:30:00;24-08-2024;10:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,032;kWh;Uitgelezen;
24-08-2024;10:45:00;24-08-2024;11:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,111;kWh;Uitgelezen;
24-08-2024;10:45:00;24-08-2024;11:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,101;kWh;Uitgelezen;
24-08-2024;11:00:00;24-08-2024;11:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;11:00:00;24-08-2024;11:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,191;kWh;Uitgelezen;
24-08-2024;11:15:00;24-08-2024;11:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,008;kWh;Uitgelezen;
24-08-2024;11:15:00;24-08-2024;11:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,247;kWh;Uitgelezen;
24-08-2024;11:30:00;24-08-2024;11:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,365;kWh;Uitgelezen;
24-08-2024;11:30:00;24-08-2024;11:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,001;kWh;Uitgelezen;
24-08-2024;11:45:00;24-08-2024;12:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,371;kWh;Uitgelezen;
24-08-2024;11:45:00;24-08-2024;12:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;12:00:00;24-08-2024;12:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,306;kWh;Uitgelezen;
24-08-2024;12:00:00;24-08-2024;12:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,001;kWh;Uitgelezen;
24-08-2024;12:15:00;24-08-2024;12:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,295;kWh;Uitgelezen;
24-08-2024;12:15:00;24-08-2024;12:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,010;kWh;Uitgelezen;
24-08-2024;12:30:00;24-08-2024;12:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,584;kWh;Uitgelezen;
24-08-2024;12:30:00;24-08-2024;12:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;12:45:00;24-08-2024;13:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,394;kWh;Uitgelezen;
24-08-2024;12:45:00;24-08-2024;13:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;13:00:00;24-08-2024;13:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,338;kWh;Uitgelezen;
24-08-2024;13:00:00;24-08-2024;13:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,004;kWh;Uitgelezen;
24-08-2024;13:15:00;24-08-2024;13:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,424;kWh;Uitgelezen;
24-08-2024;13:15:00;24-08-2024;13:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,008;kWh;Uitgelezen;
24-08-2024;13:30:00;24-08-2024;13:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,253;kWh;Uitgelezen;
24-08-2024;13:30:00;24-08-2024;13:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,003;kWh;Uitgelezen;
24-08-2024;13:45:00;24-08-2024;14:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,131;kWh;Uitgelezen;
24-08-2024;13:45:00;24-08-2024;14:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,127;kWh;Uitgelezen;
24-08-2024;14:00:00;24-08-2024;14:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,112;kWh;Uitgelezen;
24-08-2024;14:00:00;24-08-2024;14:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,095;kWh;Uitgelezen;
24-08-2024;14:15:00;24-08-2024;14:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,095;kWh;Uitgelezen;
24-08-2024;14:15:00;24-08-2024;14:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,083;kWh;Uitgelezen;
24-08-2024;14:30:00;24-08-2024;14:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,126;kWh;Uitgelezen;
24-08-2024;14:30:00;24-08-2024;14:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,105;kWh;Uitgelezen;
24-08-2024;14:45:00;24-08-2024;15:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,190;kWh;Uitgelezen;
24-08-2024;14:45:00;24-08-2024;15:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,070;kWh;Uitgelezen;
24-08-2024;15:00:00;24-08-2024;15:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,140;kWh;Uitgelezen;
24-08-2024;15:00:00;24-08-2024;15:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,057;kWh;Uitgelezen;
24-08-2024;15:15:00;24-08-2024;15:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,020;kWh;Uitgelezen;
24-08-2024;15:15:00;24-08-2024;15:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,320;kWh;Uitgelezen;
24-08-2024;15:30:00;24-08-2024;15:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen;
24-08-2024;15:30:00;24-08-2024;15:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,244;kWh;Uitgelezen;
24-08-2024;15:45:00;24-08-2024;16:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;15:45:00;24-08-2024;16:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,192;kWh;Uitgelezen;
24-08-2024;16:00:00;24-08-2024;16:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;16:00:00;24-08-2024;16:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,330;kWh;Uitgelezen;
24-08-2024;16:15:00;24-08-2024;16:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,004;kWh;Uitgelezen;
24-08-2024;16:15:00;24-08-2024;16:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,022;kWh;Uitgelezen;
24-08-2024;16:30:00;24-08-2024;16:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;16:30:00;24-08-2024;16:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,026;kWh;Uitgelezen;
24-08-2024;16:45:00;24-08-2024;17:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;16:45:00;24-08-2024;17:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,105;kWh;Uitgelezen;
24-08-2024;17:00:00;24-08-2024;17:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;17:00:00;24-08-2024;17:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,031;kWh;Uitgelezen;
24-08-2024;17:15:00;24-08-2024;17:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;17:15:00;24-08-2024;17:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,235;kWh;Uitgelezen;
24-08-2024;17:30:00;24-08-2024;17:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;17:30:00;24-08-2024;17:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,322;kWh;Uitgelezen;
24-08-2024;17:45:00;24-08-2024;18:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;17:45:00;24-08-2024;18:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,042;kWh;Uitgelezen;
24-08-2024;18:00:00;24-08-2024;18:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
24-08-2024;18:00:00;24-08-2024;18:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,021;kWh;Uitgelezen;
24-08-2024;18:15:00;24-08-2024;18:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,010;kWh;Uitgelezen;
24-08-2024;18:15:00;24-08-2024;18:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,005;kWh;Uitgelezen;
24-08-2024;18:30:00;24-08-2024;18:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,030;kWh;Uitgelezen;
24-08-2024;18:30:00;24-08-2024;18:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;18:45:00;24-08-2024;19:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,034;kWh;Uitgelezen;
24-08-2024;18:45:00;24-08-2024;19:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;19:00:00;24-08-2024;19:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,048;kWh;Uitgelezen;
24-08-2024;19:00:00;24-08-2024;19:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
24-08-2024;19:15:00;24-08-2024;19:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;
24-08-2024;19:15:00;24-08-2024;19:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
