Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Calorische bovenwaarde;Omschrijving
18-12-2025;05:00:00;18-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;06:00:00;18-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,007;m³;Uitgelezen;;
18-12-2025;06:00:00;18-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,080;kWh;Uitgelezen;Definitief;
18-12-2025;07:00:00;18-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,295;m³;Uitgelezen;;
18-12-2025;07:00:00;18-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,366;kWh;Uitgelezen;Definitief;
18-12-2025;08:00:00;18-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,090;m³;Uitgelezen;;
18-12-2025;08:00:00;18-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,027;kWh;Uitgelezen;Definitief;
18-12-2025;09:00:00;18-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,103;m³;Uitgelezen;;
18-12-2025;09:00:00;18-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,175;kWh;Uitgelezen;Definitief;
18-12-2025;10:00:00;18-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,102;m³;Uitgelezen;;
18-12-2025;10:00:00;18-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,164;kWh;Uitgelezen;Definitief;
18-12-2025;11:00:00;18-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,023;m³;Uitgelezen;;
18-12-2025;11:00:00;18-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,262;kWh;Uitgelezen;Definitief;
18-12-2025;12:00:00;18-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;12:00:00;18-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;13:00:00;18-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;13:00:00;18-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;14:00:00;18-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;14:00:00;18-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;15:00:00;18-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,019;m³;Uitgelezen;;
18-12-2025;15:00:00;18-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,217;kWh;Uitgelezen;Definitief;
18-12-2025;16:00:00;18-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,110;m³;Uitgelezen;;
18-12-2025;16:00:00;18-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,255;kWh;Uitgelezen;Definitief;
18-12-2025;17:00:00;18-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,750;m³;Uitgelezen;;
18-12-2025;17:00:00;18-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,558;kWh;Uitgelezen;Definitief;
18-12-2025;18:00:00;18-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,727;m³;Uitgelezen;;
18-12-2025;18:00:00;18-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,296;kWh;Uitgelezen;Definitief;
18-12-2025;19:00:00;18-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,014;m³;Uitgelezen;;
18-12-2025;19:00:00;18-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,160;kWh;Uitgelezen;Definitief;
18-12-2025;20:00:00;18-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;20:00:00;18-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;21:00:00;18-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;21:00:00;18-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;22:00:00;18-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;22:00:00;18-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-12-2025;23:00:00;19-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-12-2025;23:00:00;19-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;00:00:00;19-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;00:00:00;19-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;01:00:00;19-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;01:00:00;19-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;02:00:00;19-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,628;m³;Uitgelezen;;
19-12-2025;02:00:00;19-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;7,166;kWh;Uitgelezen;Definitief;
19-12-2025;03:00:00;19-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,627;m³;Uitgelezen;;
19-12-2025;03:00:00;19-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;7,154;kWh;Uitgelezen;Definitief;
19-12-2025;04:00:00;19-12-2025;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;04:00:00;19-12-2025;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;05:00:00;19-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;05:00:00;19-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;06:00:00;19-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;06:00:00;19-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;07:00:00;19-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;07:00:00;19-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;08:00:00;19-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,511;m³;Uitgelezen;;
19-12-2025;08:00:00;19-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,831;kWh;Uitgelezen;Definitief;
19-12-2025;09:00:00;19-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,707;m³;Uitgelezen;;
19-12-2025;09:00:00;19-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,067;kWh;Uitgelezen;Definitief;
19-12-2025;10:00:00;19-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,051;m³;Uitgelezen;;
19-12-2025;10:00:00;19-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,582;kWh;Uitgelezen;Definitief;
19-12-2025;11:00:00;19-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;11:00:00;19-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;12:00:00;19-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;12:00:00;19-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;13:00:00;19-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;13:00:00;19-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;14:00:00;19-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;14:00:00;19-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;15:00:00;19-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,005;m³;Uitgelezen;;
19-12-2025;15:00:00;19-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,057;kWh;Uitgelezen;Definitief;
19-12-2025;16:00:00;19-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,193;m³;Uitgelezen;;
19-12-2025;16:00:00;19-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,202;kWh;Uitgelezen;Definitief;
19-12-2025;17:00:00;19-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,342;m³;Uitgelezen;;
19-12-2025;17:00:00;19-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,902;kWh;Uitgelezen;Definitief;
19-12-2025;18:00:00;19-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,860;m³;Uitgelezen;;
19-12-2025;18:00:00;19-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,813;kWh;Uitgelezen;Definitief;
19-12-2025;19:00:00;19-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,610;m³;Uitgelezen;;
19-12-2025;19:00:00;19-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,960;kWh;Uitgelezen;Definitief;
19-12-2025;20:00:00;19-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,002;m³;Uitgelezen;;
19-12-2025;20:00:00;19-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,023;kWh;Uitgelezen;Definitief;
19-12-2025;21:00:00;19-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,305;m³;Uitgelezen;;
19-12-2025;21:00:00;19-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,480;kWh;Uitgelezen;Definitief;
19-12-2025;22:00:00;19-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-12-2025;22:00:00;19-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-12-2025;23:00:00;20-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,590;m³;Uitgelezen;;
19-12-2025;23:00:00;20-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,732;kWh;Uitgelezen;Definitief;
20-12-2025;00:00:00;20-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,243;m³;Uitgelezen;;
20-12-2025;00:00:00;20-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,773;kWh;Uitgelezen;Definitief;
20-12-2025;01:00:00;20-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,779;m³;Uitgelezen;;
20-12-2025;01:00:00;20-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,889;kWh;Uitgelezen;Definitief;
20-12-2025;02:00:00;20-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,392;m³;Uitgelezen;;
20-12-2025;02:00:00;20-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,473;kWh;Uitgelezen;Definitief;
20-12-2025;03:00:00;20-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;03:00:00;20-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;04:00:00;20-12-2025;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;04:00:00;20-12-2025;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;05:00:00;20-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,030;m³;Uitgelezen;;
20-12-2025;05:00:00;20-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,342;kWh;Uitgelezen;Definitief;
20-12-2025;06:00:00;20-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,298;m³;Uitgelezen;;
20-12-2025;06:00:00;20-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,400;kWh;Uitgelezen;Definitief;
20-12-2025;07:00:00;20-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,861;m³;Uitgelezen;;
20-12-2025;07:00:00;20-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,825;kWh;Uitgelezen;Definitief;
20-12-2025;08:00:00;20-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,448;m³;Uitgelezen;;
20-12-2025;08:00:00;20-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,112;kWh;Uitgelezen;Definitief;
20-12-2025;09:00:00;20-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,477;m³;Uitgelezen;;
20-12-2025;09:00:00;20-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,443;kWh;Uitgelezen;Definitief;
20-12-2025;10:00:00;20-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;10:00:00;20-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;11:00:00;20-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;11:00:00;20-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;12:00:00;20-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;12:00:00;20-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;13:00:00;20-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;13:00:00;20-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;14:00:00;20-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;14:00:00;20-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;15:00:00;20-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,307;m³;Uitgelezen;;
20-12-2025;15:00:00;20-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,503;kWh;Uitgelezen;Definitief;
20-12-2025;16:00:00;20-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,720;m³;Uitgelezen;;
20-12-2025;16:00:00;20-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,216;kWh;Uitgelezen;Definitief;
20-12-2025;17:00:00;20-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,144;m³;Uitgelezen;;
20-12-2025;17:00:00;20-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,643;kWh;Uitgelezen;Definitief;
20-12-2025;18:00:00;20-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;18:00:00;20-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;19:00:00;20-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;19:00:00;20-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;20:00:00;20-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;20:00:00;20-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-12-2025;21:00:00;20-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,587;m³;Uitgelezen;;
20-12-2025;21:00:00;20-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,698;kWh;Uitgelezen;Definitief;
20-12-2025;22:00:00;20-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,544;m³;Uitgelezen;;
20-12-2025;22:00:00;20-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,207;kWh;Uitgelezen;Definitief;
20-12-2025;23:00:00;21-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-12-2025;23:00:00;21-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;00:00:00;21-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;00:00:00;21-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;01:00:00;21-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;01:00:00;21-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;02:00:00;21-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,042;m³;Uitgelezen;;
21-12-2025;02:00:00;21-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,479;kWh;Uitgelezen;Definitief;
21-12-2025;03:00:00;21-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,116;m³;Uitgelezen;;
21-12-2025;03:00:00;21-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,324;kWh;Uitgelezen;Definitief;
21-12-2025;04:00:00;21-12-2025;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,116;m³;Uitgelezen;;
21-12-2025;04:00:00;21-12-2025;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,324;kWh;Uitgelezen;Definitief;
21-12-2025;05:00:00;21-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,728;m³;Uitgelezen;;
21-12-2025;05:00:00;21-12-2025;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,307;kWh;Uitgelezen;Definitief;
21-12-2025;06:00:00;21-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,789;m³;Uitgelezen;;
21-12-2025;06:00:00;21-12-2025;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,003;kWh;Uitgelezen;Definitief;
21-12-2025;07:00:00;21-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,088;m³;Uitgelezen;;
21-12-2025;07:00:00;21-12-2025;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,004;kWh;Uitgelezen;Definitief;
21-12-2025;08:00:00;21-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;08:00:00;21-12-2025;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;09:00:00;21-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;09:00:00;21-12-2025;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;10:00:00;21-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;10:00:00;21-12-2025;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;11:00:00;21-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;11:00:00;21-12-2025;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;12:00:00;21-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;12:00:00;21-12-2025;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;13:00:00;21-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;13:00:00;21-12-2025;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;14:00:00;21-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;14:00:00;21-12-2025;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;15:00:00;21-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;15:00:00;21-12-2025;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;16:00:00;21-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;16:00:00;21-12-2025;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-12-2025;17:00:00;21-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,491;m³;Uitgelezen;;
21-12-2025;17:00:00;21-12-2025;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,603;kWh;Uitgelezen;Definitief;
21-12-2025;18:00:00;21-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,070;m³;Uitgelezen;;
21-12-2025;18:00:00;21-12-2025;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,799;kWh;Uitgelezen;Definitief;
21-12-2025;19:00:00;21-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,838;m³;Uitgelezen;;
21-12-2025;19:00:00;21-12-2025;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,562;kWh;Uitgelezen;Definitief;
21-12-2025;20:00:00;21-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,794;m³;Uitgelezen;;
21-12-2025;20:00:00;21-12-2025;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,060;kWh;Uitgelezen;Definitief;
21-12-2025;21:00:00;21-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,223;m³;Uitgelezen;;
21-12-2025;21:00:00;21-12-2025;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,545;kWh;Uitgelezen;Definitief;
21-12-2025;22:00:00;21-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,137;m³;Uitgelezen;;
21-12-2025;22:00:00;21-12-2025;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,563;kWh;Uitgelezen;Definitief;
21-12-2025;23:00:00;22-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-12-2025;23:00:00;22-12-2025;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
22-12-2025;00:00:00;22-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,027;m³;Uitgelezen;;
22-12-2025;00:00:00;22-12-2025;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,308;kWh;Uitgelezen;Definitief;
22-12-2025;01:00:00;22-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,822;m³;Uitgelezen;;
22-12-2025;01:00:00;22-12-2025;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,380;kWh;Uitgelezen;Definitief;
22-12-2025;02:00:00;22-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,755;m³;Uitgelezen;;
22-12-2025;02:00:00;22-12-2025;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,615;kWh;Uitgelezen;Definitief;
22-12-2025;03:00:00;22-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,014;m³;Uitgelezen;;
22-12-2025;03:00:00;22-12-2025;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,160;kWh;Uitgelezen;Definitief;
