Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
10-08-2022;00:00:00;10-08-2022;00:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,037;kWh;Uitgelezen;
10-08-2022;00:00:00;10-08-2022;00:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;00:15:00;10-08-2022;00:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,038;kWh;Uitgelezen;
10-08-2022;00:15:00;10-08-2022;00:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;00:30:00;10-08-2022;00:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
10-08-2022;00:30:00;10-08-2022;00:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;00:45:00;10-08-2022;01:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen;
10-08-2022;00:45:00;10-08-2022;01:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;01:00:00;10-08-2022;01:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,078;kWh;Uitgelezen;
10-08-2022;01:00:00;10-08-2022;01:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;01:15:00;10-08-2022;01:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,079;kWh;Uitgelezen;
10-08-2022;01:15:00;10-08-2022;01:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;01:30:00;10-08-2022;01:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,070;kWh;Uitgelezen;
10-08-2022;01:30:00;10-08-2022;01:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;01:45:00;10-08-2022;02:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;
10-08-2022;01:45:00;10-08-2022;02:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;02:00:00;10-08-2022;02:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,040;kWh;Uitgelezen;
10-08-2022;02:00:00;10-08-2022;02:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;02:15:00;10-08-2022;02:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
10-08-2022;02:15:00;10-08-2022;02:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;02:30:00;10-08-2022;02:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen;
10-08-2022;02:30:00;10-08-2022;02:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;02:45:00;10-08-2022;03:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
10-08-2022;02:45:00;10-08-2022;03:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;03:00:00;10-08-2022;03:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;
10-08-2022;03:00:00;10-08-2022;03:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;03:15:00;10-08-2022;03:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,073;kWh;Uitgelezen;
10-08-2022;03:15:00;10-08-2022;03:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;03:30:00;10-08-2022;03:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
10-08-2022;03:30:00;10-08-2022;03:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;03:45:00;10-08-2022;04:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;
10-08-2022;03:45:00;10-08-2022;04:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;04:00:00;10-08-2022;04:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,048;kWh;Uitgelezen;
10-08-2022;04:00:00;10-08-2022;04:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;04:15:00;10-08-2022;04:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,044;kWh;Uitgelezen;
10-08-2022;04:15:00;10-08-2022;04:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;04:30:00;10-08-2022;04:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;
10-08-2022;04:30:00;10-08-2022;04:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;04:45:00;10-08-2022;05:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,036;kWh;Uitgelezen;
10-08-2022;04:45:00;10-08-2022;05:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;05:00:00;10-08-2022;05:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;
10-08-2022;05:00:00;10-08-2022;05:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;05:15:00;10-08-2022;05:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,081;kWh;Uitgelezen;
10-08-2022;05:15:00;10-08-2022;05:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;05:30:00;10-08-2022;05:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,077;kWh;Uitgelezen;
10-08-2022;05:30:00;10-08-2022;05:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;05:45:00;10-08-2022;06:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,062;kWh;Uitgelezen;
10-08-2022;05:45:00;10-08-2022;06:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;06:00:00;10-08-2022;06:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;
10-08-2022;06:00:00;10-08-2022;06:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;06:15:00;10-08-2022;06:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,035;kWh;Uitgelezen;
10-08-2022;06:15:00;10-08-2022;06:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;06:30:00;10-08-2022;06:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,039;kWh;Uitgelezen;
10-08-2022;06:30:00;10-08-2022;06:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;06:45:00;10-08-2022;07:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,042;kWh;Uitgelezen;
10-08-2022;06:45:00;10-08-2022;07:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;07:00:00;10-08-2022;07:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen;
10-08-2022;07:00:00;10-08-2022;07:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;07:15:00;10-08-2022;07:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,083;kWh;Uitgelezen;
10-08-2022;07:15:00;10-08-2022;07:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;07:30:00;10-08-2022;07:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;
10-08-2022;07:30:00;10-08-2022;07:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;07:45:00;10-08-2022;08:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,065;kWh;Uitgelezen;
10-08-2022;07:45:00;10-08-2022;08:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;08:00:00;10-08-2022;08:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,068;kWh;Uitgelezen;
10-08-2022;08:00:00;10-08-2022;08:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;08:15:00;10-08-2022;08:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,048;kWh;Uitgelezen;
10-08-2022;08:15:00;10-08-2022;08:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;08:30:00;10-08-2022;08:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,044;kWh;Uitgelezen;
10-08-2022;08:30:00;10-08-2022;08:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;08:45:00;10-08-2022;09:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,089;kWh;Uitgelezen;
10-08-2022;08:45:00;10-08-2022;09:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;09:00:00;10-08-2022;09:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,060;kWh;Uitgelezen;
10-08-2022;09:00:00;10-08-2022;09:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;09:15:00;10-08-2022;09:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,154;kWh;Uitgelezen;
10-08-2022;09:15:00;10-08-2022;09:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;09:30:00;10-08-2022;09:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,896;kWh;Uitgelezen;
10-08-2022;09:30:00;10-08-2022;09:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;09:45:00;10-08-2022;10:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,856;kWh;Uitgelezen;
10-08-2022;09:45:00;10-08-2022;10:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;10:00:00;10-08-2022;10:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,530;kWh;Uitgelezen;
10-08-2022;10:00:00;10-08-2022;10:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;10:15:00;10-08-2022;10:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,385;kWh;Uitgelezen;
10-08-2022;10:15:00;10-08-2022;10:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;10:30:00;10-08-2022;10:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,489;kWh;Uitgelezen;
10-08-2022;10:30:00;10-08-2022;10:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;10:45:00;10-08-2022;11:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen;
10-08-2022;10:45:00;10-08-2022;11:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;11:00:00;10-08-2022;11:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,057;kWh;Uitgelezen;
10-08-2022;11:00:00;10-08-2022;11:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;11:15:00;10-08-2022;11:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,080;kWh;Uitgelezen;
10-08-2022;11:15:00;10-08-2022;11:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;11:30:00;10-08-2022;11:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,093;kWh;Uitgelezen;
10-08-2022;11:30:00;10-08-2022;11:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;11:45:00;10-08-2022;12:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,083;kWh;Uitgelezen;
10-08-2022;11:45:00;10-08-2022;12:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;12:00:00;10-08-2022;12:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,070;kWh;Uitgelezen;
10-08-2022;12:00:00;10-08-2022;12:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;12:15:00;10-08-2022;12:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,067;kWh;Uitgelezen;
10-08-2022;12:15:00;10-08-2022;12:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;12:30:00;10-08-2022;12:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,057;kWh;Uitgelezen;
10-08-2022;12:30:00;10-08-2022;12:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;12:45:00;10-08-2022;13:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,056;kWh;Uitgelezen;
10-08-2022;12:45:00;10-08-2022;13:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;13:00:00;10-08-2022;13:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,068;kWh;Uitgelezen;
10-08-2022;13:00:00;10-08-2022;13:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;13:15:00;10-08-2022;13:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,095;kWh;Uitgelezen;
10-08-2022;13:15:00;10-08-2022;13:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;13:30:00;10-08-2022;13:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,099;kWh;Uitgelezen;
10-08-2022;13:30:00;10-08-2022;13:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;13:45:00;10-08-2022;14:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,092;kWh;Uitgelezen;
10-08-2022;13:45:00;10-08-2022;14:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;14:00:00;10-08-2022;14:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,148;kWh;Uitgelezen;
10-08-2022;14:00:00;10-08-2022;14:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;14:15:00;10-08-2022;14:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,193;kWh;Uitgelezen;
10-08-2022;14:15:00;10-08-2022;14:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;14:30:00;10-08-2022;14:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,074;kWh;Uitgelezen;
10-08-2022;14:30:00;10-08-2022;14:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;14:45:00;10-08-2022;15:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;
10-08-2022;14:45:00;10-08-2022;15:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;15:00:00;10-08-2022;15:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;
10-08-2022;15:00:00;10-08-2022;15:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;15:15:00;10-08-2022;15:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,190;kWh;Uitgelezen;
10-08-2022;15:15:00;10-08-2022;15:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;15:30:00;10-08-2022;15:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,145;kWh;Uitgelezen;
10-08-2022;15:30:00;10-08-2022;15:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;15:45:00;10-08-2022;16:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,090;kWh;Uitgelezen;
10-08-2022;15:45:00;10-08-2022;16:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;16:00:00;10-08-2022;16:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,107;kWh;Uitgelezen;
10-08-2022;16:00:00;10-08-2022;16:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;16:15:00;10-08-2022;16:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,094;kWh;Uitgelezen;
10-08-2022;16:15:00;10-08-2022;16:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;16:30:00;10-08-2022;16:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen;
10-08-2022;16:30:00;10-08-2022;16:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;16:45:00;10-08-2022;17:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;
10-08-2022;16:45:00;10-08-2022;17:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;17:00:00;10-08-2022;17:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,082;kWh;Uitgelezen;
10-08-2022;17:00:00;10-08-2022;17:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;17:15:00;10-08-2022;17:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,451;kWh;Uitgelezen;
10-08-2022;17:15:00;10-08-2022;17:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;17:30:00;10-08-2022;17:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,336;kWh;Uitgelezen;
10-08-2022;17:30:00;10-08-2022;17:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;17:45:00;10-08-2022;18:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,126;kWh;Uitgelezen;
10-08-2022;17:45:00;10-08-2022;18:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;18:00:00;10-08-2022;18:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,097;kWh;Uitgelezen;
10-08-2022;18:00:00;10-08-2022;18:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;18:15:00;10-08-2022;18:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,100;kWh;Uitgelezen;
10-08-2022;18:15:00;10-08-2022;18:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;18:30:00;10-08-2022;18:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,161;kWh;Uitgelezen;
10-08-2022;18:30:00;10-08-2022;18:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;18:45:00;10-08-2022;19:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,193;kWh;Uitgelezen;
10-08-2022;18:45:00;10-08-2022;19:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;19:00:00;10-08-2022;19:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,156;kWh;Uitgelezen;
10-08-2022;19:00:00;10-08-2022;19:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;19:15:00;10-08-2022;19:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,103;kWh;Uitgelezen;
10-08-2022;19:15:00;10-08-2022;19:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;19:30:00;10-08-2022;19:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,112;kWh;Uitgelezen;
10-08-2022;19:30:00;10-08-2022;19:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;19:45:00;10-08-2022;20:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,120;kWh;Uitgelezen;
10-08-2022;19:45:00;10-08-2022;20:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;20:00:00;10-08-2022;20:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,076;kWh;Uitgelezen;
10-08-2022;20:00:00;10-08-2022;20:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;20:15:00;10-08-2022;20:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,069;kWh;Uitgelezen;
10-08-2022;20:15:00;10-08-2022;20:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;20:30:00;10-08-2022;20:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen;
10-08-2022;20:30:00;10-08-2022;20:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;20:45:00;10-08-2022;21:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Dag;0,091;kWh;Uitgelezen;
10-08-2022;20:45:00;10-08-2022;21:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
10-08-2022;21:00:00;10-08-2022;21:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,091;kWh;Uitgelezen;
10-08-2022;21:00:00;10-08-2022;21:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;21:15:00;10-08-2022;21:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,117;kWh;Uitgelezen;
10-08-2022;21:15:00;10-08-2022;21:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;21:30:00;10-08-2022;21:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
10-08-2022;21:30:00;10-08-2022;21:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;21:45:00;10-08-2022;22:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
10-08-2022;21:45:00;10-08-2022;22:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;22:00:00;10-08-2022;22:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;
10-08-2022;22:00:00;10-08-2022;22:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;22:15:00;10-08-2022;22:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,118;kWh;Uitgelezen;
10-08-2022;22:15:00;10-08-2022;22:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;22:30:00;10-08-2022;22:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
10-08-2022;22:30:00;10-08-2022;22:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;22:45:00;10-08-2022;23:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,080;kWh;Uitgelezen;
10-08-2022;22:45:00;10-08-2022;23:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
10-08-2022;23:00:00;10-08-2022;23:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,081;kWh;Uitgelezen;
10-08-2022;23:00:00;10-08-2022;23:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
